0	the system as described above has its greatest application in an arrayed [E11] configuration [E12] of antenna [E21] elements [E22]	12	whole	component
0	the system as described above has its greatest application in an arrayed [E21] configuration [E22] of antenna [E11] elements [E12]	11	component	whole
1	the [E11] child [E12] was carefully wrapped and bound into the [E21] cradle [E22] by means of a cord	0	other	other
1	the [E21] child [E22] was carefully wrapped and bound into the [E11] cradle [E12] by means of a cord	0	other	other
2	the [E11] author [E12] of a keygen uses a [E21] disassembler [E22] to look at the raw assembly code	6	agency	instrument
2	the [E21] author [E22] of a keygen uses a [E11] disassembler [E12] to look at the raw assembly code	5	instrument	agency
3	a misty [E11] ridge [E12] uprises from the [E21] surge [E22]	0	other	other
3	a misty [E21] ridge [E22] uprises from the [E11] surge [E12]	0	other	other
4	the [E11] student [E12] [E21] association [E22] is the voice of the undergraduate student population of the state university of new york at buffalo	15	member	collection
4	the [E21] student [E22] [E11] association [E12] is the voice of the undergraduate student population of the state university of new york at buffalo	16	collection	member
5	this is the sprawling [E11] complex [E12] that is peru largest [E21] producer [E22] of silver	0	other	other
5	this is the sprawling [E21] complex [E22] that is peru largest [E11] producer [E12] of silver	0	other	other
6	the current view is that the chronic [E11] inflammation [E12] in the distal part of the stomach caused by helicobacter pylori [E21] infection [E22] results in an increased acid production from the non - infected upper corpus region of the stomach	10	effect	cause
6	the current view is that the chronic [E21] inflammation [E22] in the distal part of the stomach caused by helicobacter pylori [E11] infection [E12] results in an increased acid production from the non - infected upper corpus region of the stomach	9	cause	effect
7	[E11] people [E12] have been moving back into [E21] downtown [E22]	7	entity	destination
7	[E21] people [E22] have been moving back into [E11] downtown [E12]	8	destination	entity
8	the [E11] lawsonite [E12] was contained in a [E21] platinum crucible [E22] and the counter - weight was a plastic crucible with metal pieces	17	content	container
8	the [E21] lawsonite [E22] was contained in a [E11] platinum crucible [E12] and the counter - weight was a plastic crucible with metal pieces	18	container	content
9	the solute was placed inside a beaker and 5 ml of the [E11] solvent [E12] was pipetted into a 25 ml glass [E21] flask [E22] for each trial	7	entity	destination
9	the solute was placed inside a beaker and 5 ml of the [E21] solvent [E22] was pipetted into a 25 ml glass [E11] flask [E12] for each trial	8	destination	entity
10	the fifty [E11] essays [E12] collected in this [E21] volume [E22] testify to most of the prominent themes from professor quispel scholarly career	15	member	collection
10	the fifty [E21] essays [E22] collected in this [E11] volume [E12] testify to most of the prominent themes from professor quispel scholarly career	16	collection	member
11	their [E11] composer [E12] has sunk into [E21] oblivion [E22]	0	other	other
11	their [E21] composer [E22] has sunk into [E11] oblivion [E12]	0	other	other
12	the pulitzer committee issues an official [E11] citation [E12] explaining the [E21] reasons [E22] for the award	1	message	topic
12	the pulitzer committee issues an official [E21] citation [E22] explaining the [E11] reasons [E12] for the award	2	topic	message
13	the [E11] burst [E12] has been caused by water hammer [E21] pressure [E22]	10	effect	cause
13	the [E21] burst [E22] has been caused by water hammer [E11] pressure [E12]	9	cause	effect
14	even commercial [E11] networks [E12] have moved into [E21] high - definition broadcast [E22]	6	agency	instrument
14	even commercial [E21] networks [E22] have moved into [E11] high - definition broadcast [E12]	5	instrument	agency
